/content/tts-engine/gdrive/My Drive/wavs/001001.wav|be nAm xodAvand baxSande baxSAyeSgar
/content/tts-engine/gdrive/My Drive/wavs/016005.wav|va CAhAr_pAyAn rA Afarid dar hAli ke dar AnhA barAy SomA vasile puSeS va manAfe? digari est va az guSt AnhA mixorid
/content/tts-engine/gdrive/My Drive/wavs/016006.wav|va dar AnhA barAy SomA zeynat va Sokuh est be hengAmi ke AnhA rA be esterAhatgAheSAn bAzmigardAnid va hengAmi ke sobhgAhAn be sahrA miferestid
/content/tts-engine/gdrive/My Drive/wavs/016007.wav|AnhA bArhAye sangin SomA rA be Sahri hamal mikanand ke joz bA maSeqat ziyAd be An nemirasidid parvardegArtAn ro?uf va rahim est ke in vasA?el hayAt rA dar extiyAratAn qarAr dAde
/content/tts-engine/gdrive/My Drive/wavs/016008.wav|hamCenin esbhA va esterhA va olAqhA rA Afarid tA bor AnhA savAr Savid va zeynat SomA bASad va CizhAyi miAfarinad ke nemidAnid
/content/tts-engine/gdrive/My Drive/wavs/016009.wav|va bor xodAsat ke rAh rAst rA be bandegAn neSAn dahad amA ba?zi az rAhhA birAhe est va agar xodA bexAhad hame SomA rA be ejbAr hedAyat mikand vali ejbAr sudi nadArad
/content/tts-engine/gdrive/My Drive/wavs/016010.wav|u kasi est ke az AsemAn Abi ferestAd ke nuSidan SomA az An est va hamCenin giyAhAn va deraxtAni ke heyvAnAt xod rA dar An be CarA miborid niz az An est
/content/tts-engine/gdrive/My Drive/wavs/016011.wav|xodAvand bA An Ab bArAn barAy SomA zerA?at va zeytun va naxal va angur va az hame mivehA miruyAnad mosalaman
/content/tts-engine/gdrive/My Drive/wavs/016012.wav|u Sab va ruz va xorSid va mAh rA mosaxar SomA sAxt va setAregAn niz be farmAn u mosaxar SomAyand dar in neSAnehAyi est az ezmat xodA barAy goruhi ke aql xod rA be kAr migirand
/content/tts-engine/gdrive/My Drive/wavs/016013.wav|alAve bor in maxluqAti rA ke dar zamin be ranghAy gunAgun Afaride niz mosaxar farmAn SomA sAxt dar in neSAne roSani est barAy goruhi ke motezaker miSavand
/content/tts-engine/gdrive/My Drive/wavs/016015.wav|va dar zamin kuhhAy sAbet va mohkami Afkanad tA larzeS An rA nesbat be SomA begirad va nahrahA va rAhhAyi ijAd kord tA hedAyat Savid
/content/tts-engine/gdrive/My Drive/wavs/016016.wav|va niz alAmAti qarAr dAd va Sab hengAm be vasile setAregAn hedAyat miSavand
/content/tts-engine/gdrive/My Drive/wavs/016017.wav|AyA kasi ke in gune maxluqAt rA miAfarinad hamCon kasi est ke nemiAfarinad AyA motezaker nemiSuyad
/content/tts-engine/gdrive/My Drive/wavs/016018.wav|va agar ne?mathAye xodA rA beSomArid hargez nemitavAnid AnhA rA ehsA kanid xodAvand baxSande va mehrbAn est
/content/tts-engine/gdrive/My Drive/wavs/016019.wav|xodAvand AnCe rA penhAn midArid va AnCe rA ASkAr misAzid midAnad
/content/tts-engine/gdrive/My Drive/wavs/016020.wav|ma?budhAyi rA ke qeyr az xodA mixAnand Cizi rA xalq nemikanand balke xodeSAn ham maxluqand
/content/tts-engine/gdrive/My Drive/wavs/016021.wav|AnhA mordegAni hastand ke hargez este?dAd hayAt nadArand va nemidAnand ebAdatkonandegAn dar Ce zamAni mahSur miSavand
/content/tts-engine/gdrive/My Drive/wavs/016022.wav|ma?bud SomA xodAvand yegAne est amA kasAni ke be Axarat imAn nemiAvarand delhAyeSAn haq rA enkAr mikand va mostakberand
/content/tts-engine/gdrive/My Drive/wavs/016023.wav|qat?an
/content/tts-engine/gdrive/My Drive/wavs/016024.wav|va hengAmi ke be AnhA gofte Savad parvardegAr SomA Ce nAzel karde est miguyand inhA vahi elAhi nist hamAn afsAnehAye doruqin piSiniyAn est
/content/tts-engine/gdrive/My Drive/wavs/016025.wav|AnhA bAyad ruz qiyAmat ham bAr gonAhAn xod rA betor kAmel bor duS koSand va ham sahmi az gonAhAn kasAni ke bexAtere jahl gomrAheSAn misAzand bedAnid AnhA bAr sangin badi bor duS mikeSand
/content/tts-engine/gdrive/My Drive/wavs/016026.wav|kasAni ke qabl az iSAn budand niz az in tote?ehA dAStand vali xodAvand be sorAq SAlude zendegi AnhA roft va An rA az asAs virAn kord va saqf az bAlA bor sarSAn foru rixt va azAb elAhi az An jAyi ke nemidAnestand be sarAqeSAn Amad
/content/tts-engine/gdrive/My Drive/wavs/016028.wav|hamAnhA ke fereStegAn marg ruheSAn rA migirand dar hAli ke be xod zolm karde budand dar in moqe? AnhA taslim miSavand va bedruq miguyand mA kAr badi anjAm nemidAdim Ari xodAvand be AnCe anjAm midAdid Alem est
/content/tts-engine/gdrive/My Drive/wavs/016029.wav|be AnhA gofte miSavad aknun az darhAye jahanam vAred Savid dar hAli ke jAvdAne dar An xAhid bud Ce jAy badi est jAygAh mostakberAn
/content/tts-engine/gdrive/My Drive/wavs/016031.wav|bAqhAyi az beheSt jAvidAn est ke hamegi vAred An miSavand nahrahA az zir deraxtAneS migozarad har Ce bexAhand dar AnjA hast xodAvand parhizgArAn rA Cenin pAdAS midahad
/content/tts-engine/gdrive/My Drive/wavs/016032.wav|hamAnhA ke fereStegAn marg ruheSAn rA migirand dar hAli ke pAk va pAkizeand be AnhA miguyand salAm bor SomA vAred beheSt Savid be xAter a?mAli ke anjAm midAdid
/content/tts-engine/gdrive/My Drive/wavs/016034.wav|va sar_?anjAm badihAy e?mAlSAn be AnhA rasid va AnCe rA az va?dehAy azAb estehzA mikardand bor AnAn vAred Sod
/content/tts-engine/gdrive/My Drive/wavs/016037.wav|har qadr bor hedAyat AnhA haris bASi sudi nadArad CarA ke xodAvand kasi rA ke gomrAh sAxt hedAyat nemikanad va AnhA yAvarAni naxAhand dASt
/content/tts-engine/gdrive/My Drive/wavs/016038.wav|AnhA sogandhAy Sodid be xodA yAd kardand ke hargez xodAvand kasi rA ke mimirad barnemiAngizad Ari in va?de qat?i xodAsat ke hame mordegAn rA barAy jozA bAzmigardAnad vali biStar mardom nemidAnand
/content/tts-engine/gdrive/My Drive/wavs/016039.wav|hadaf in est ke AnCe rA dar An extelAf dAStand barAy AnhA roSan sAzad va kasAni ke monkar Sodand bedAnand doruq migoftand
/content/tts-engine/gdrive/My Drive/wavs/016040.wav|rastAxiz mordegAn barAy mA moSkel nist zirA vaqti Cizi rA erAde mikanim faqat be An miguyim mojud bAS belAfAsele mojud miSavad
/content/tts-engine/gdrive/My Drive/wavs/016041.wav|AnhA ke pas az setam didan dar rAh xodA hejrat kardand dar in donyA jAygAh va maqAm xubi be AnhA midahim va pAdAS Axarat az An ham bozorgtar est agar midAnestand
/content/tts-engine/gdrive/My Drive/wavs/016042.wav|AnhA kasAni hastand ke sabr va esteqAmat piSe kardand va tanahA bor parvardegArSAn tavakol mikanand
/content/tts-engine/gdrive/My Drive/wavs/016043.wav|va piS az to joz mardAni ke be AnhA vahi mikardim naferestAdim agar nemidAnid az AgAhAn beporsid tA ta?ajob nakanid az inke payAmbar eslAm az miyAn hamin mardAn barAngixte Sode est
/content/tts-engine/gdrive/My Drive/wavs/016044.wav|az AnhA beporsid ke az dalAyel roSan va katb payAmbarAn piSin AgAhand va mA in zekr qorAn rA bor to nAzel kardim tA AnCe be suy mardom nAzel Sode est barAy AnhA roSan sAzi va SAyad andiSe konand
/content/tts-engine/gdrive/My Drive/wavs/016045.wav|AyA tote?egarAn az in iman gaStand ke momken est xodA AnhA rA dar zamin forubord va yA mojAzAt elAhi az An jA ke entezAreS rA nadArand be sarAqeSAn Ayad
/content/tts-engine/gdrive/My Drive/wavs/016046.wav|yA be hengAmi ke barAy kasb mAl va servat afzuntar dar roft va Amadand dAmAnSAn rA begirad dar hAli ke qAder be farAr nistand
/content/tts-engine/gdrive/My Drive/wavs/016047.wav|yA betor tadriji bA hoSdArhAy xof?angiz AnAn rA gereftAr sAzad CarA ke parvardegAr SomA ro?uf va rahim est
/content/tts-engine/gdrive/My Drive/wavs/016048.wav|AyA AnhA maxluqAt xodA rA nadidand ke sAyehAyeSAn az rAst va Cap harkat dArand va bA xozu? barAy xodA sajde mikanand
/content/tts-engine/gdrive/My Drive/wavs/016049.wav|noh tanahA sAyehA balke tamAm AnCe dar AsmAnhA va zamin az jonbandegAn vojud dArad va hamCenin fereStegAn barAy xodA sajde mikanand va takabor nemivarzand
/content/tts-engine/gdrive/My Drive/wavs/016050.wav|AnhA tanahA az moxAlefat parvardegArSAn ke hAkem bor AnhAst mitarsand va AnCe rA ma?muriyat dArand anjAm midahand
/content/tts-engine/gdrive/My Drive/wavs/016051.wav|xodAvand farmAn dAde do ma?bud barAy xod entexAb nakanid ma?bud SomA hamAn xodAy yegAne est tanahA az keyfar man betarsid
/content/tts-engine/gdrive/My Drive/wavs/016052.wav|AnCe dar AsmAnhA va zamin est az An ust va din xAles niz hamvAre az An u mibASad AyA az qeyr u mitarsid
/content/tts-engine/gdrive/My Drive/wavs/016053.wav|AnCe az ne?mathA dArid hame az suy xodAsat va hengAmi ke nArAhati be SomA rasad faqat u rA mixAnid
/content/tts-engine/gdrive/My Drive/wavs/016054.wav|amA hengAmi ke nArAhati va ranj rA az SomA bartaraf misAzad nAgAh goruhi az SomA barAy parvardegArSAn hamtA qA?el miSavand
/content/tts-engine/gdrive/My Drive/wavs/016055.wav|begozAr tA ne?mathAyi rA ke be AnhA dAdeim kafarAn konand aknun Cand ruzi az matA? donyA bohre girid amA bezudi xAhid dAnest sar_?anjAm kArtAn be kojA xAhad keSid
/content/tts-engine/gdrive/My Drive/wavs/016056.wav|AnAn barAy betahAyi ke hiC gune sud va ziyAni az AnhA sorAq nadArand sahmi az AnCe be AnAn ruzi dAdeim qarArAmidahand be xodA sogand dar dAdgAh qiyAmat az in efterAhan ke mibandid bAzporsi xAhid Sod
/content/tts-engine/gdrive/My Drive/wavs/016057.wav|AnhA dar pendAr xod barAy xodAvand doxtarAn qarArAmidahand monazah est az inke farzandi dASte bASad vali barAy xodeSAn AnCe rA meyl dArand qA?el miSavand
/content/tts-engine/gdrive/My Drive/wavs/016058.wav|dar hAli ke hargAh be yeki az AnhA beSArat dahand doxtar nasib to Sode suratS az farAb nArAhati siyAh miSavad va be Sedat xaSmgin migardad
/content/tts-engine/gdrive/My Drive/wavs/016059.wav|bexAtere beSArat badi ke be u dAde Sode az qom va qabile xod motevAri migardad va nemidAnad AyA u rA bA qabul nang negahdArad yA dar xAk penhAnS konad Ce bad hokm mikanand
/content/tts-engine/gdrive/My Drive/wavs/016060.wav|barAy AnhA ke be sorAy Axarat imAn nadArand sefAt zeSt est va barAy xodA sefAt Ali est va u qodratmand va hakim est
/content/tts-engine/gdrive/My Drive/wavs/016061.wav|va agar xodAvand mardom rA bexAtere zolmSAn mojAzAt mikard jonbandei rA bor poSt zamin bAqi nemigozArad vali AnhA rA tA zamAn mo?ini be ta?xir miAndAzad va hengAmi ke ajalSAn ferA rasad noh sA?ati ta?xir mikanand va noh sA?ati piSi migirand
/content/tts-engine/gdrive/My Drive/wavs/016062.wav|AnhA barAy xodA CizhAyi qarArAmidahand ke xodeSAn az An kerAhat dArand farzandAn doxtar bA in hAl zabAnSAn be doruq miguyad sar_?anjAm niki dArand az in ro barAy AnAn AtaS est va AnhA az piSgAmAn duzxAnad
/content/tts-engine/gdrive/My Drive/wavs/016063.wav|be xodA sogand be suy emtehAye piS az to payAmbarAni ferestAdim amA SeytAn e?mAlSAn rA dar nazarSAn ArAst va emruz u vali va sarparasteSAn est va mojAzAt dardnAki barAy AnhAst
/content/tts-engine/gdrive/My Drive/wavs/016064.wav|mA qorAn rA bor to nAzel nakardim magar barAy inke AnCe rA dar An extelAf dArand barAy AnhA roSan kani va in qorAn mAye hedAyat va rahmat est barAy qomi ke imAn miAvarand
/content/tts-engine/gdrive/My Drive/wavs/016065.wav|xodAvand az AsemAn Abi ferestAd va zamin rA pas az Anke morde bud hayAt baxSid dar in neSAne roSani est barAy jam?iyati ke guS SenavA dArand
/content/tts-engine/gdrive/My Drive/wavs/016066.wav|va dar vojud CAhAr_pAyAn barAy SomA darsahAy ebrati est az darun Sekam AnhA az miyAn qazAhAye hazmSode va xun Sir xAles va govArA be SomA minuSAnim
/content/tts-engine/gdrive/My Drive/wavs/016067.wav|va az mivehAye deraxtAn naxal va angur mosakarAt nApAk va ruzi xub va pAkize migirid dar in neSAne roSani est barAy jam?iyati ke andiSe mikanand
/content/tts-engine/gdrive/My Drive/wavs/016068.wav|va parvardegAr to be zanbur asal vahi va elhAm qarizi nomud ke az kuhA va deraxtAn va dArbasthAyi ke mardom misAzand xAnehAyi bargozin
/content/tts-engine/gdrive/My Drive/wavs/016070.wav|xodAvand SomA rA Afarid sepas SomA rA mimirAnad ba?zi az SomA be nAmatlubtarin senin bAlAye omr mirasand tA ba?d az elm va AgAhi Cizi nadAnand va hame Ciz rA farAmuS konand xodAvand dAnA va tavAnAst
/content/tts-engine/gdrive/My Drive/wavs/016072.wav|xodAvand barAy SomA az jens xodtAn hamsarAni qarAr dAd va az hamsarAntAn barAy SomA farzandAn va navehAyi be vojud Avarad va az pAkizehA be SomA ruzi dAd AyA be bAtel imAn miAvarand va ne?mat xodA rA enkAr mikanand
/content/tts-engine/gdrive/My Drive/wavs/016073.wav|AnhA qeyr az xodA mojudAti rA miparastand ke hiC rezqi rA barAy AnAn az AsmAnhA va zamin dar extiyAr nadArand va tavAn in kAr rA niz nadArand
/content/tts-engine/gdrive/My Drive/wavs/016074.wav|pas barAy xodA amsAl va SabihA qA?el naSavid xodA midAnad va SomA nemidAnid
/content/tts-engine/gdrive/My Drive/wavs/016077.wav|qeyb AsmAnhA va zamin maxsus xodAsat va u hame rA midAnad va amr qiyAmat beqadri nazdike va AsAn est dorost hamAnand CeSm beraham zadan va yA az An ham nazdikter CarA ke xodA bor har Cizi tavAnAst
/content/tts-engine/gdrive/My Drive/wavs/016078.wav|va xodAvand SomA rA az Sekam mAdarAntAn xArej nomud dar hAli ke hiC Ciz nemidAnestid va barAy SomA guS va CeSm va aql qarAr dAd tA Sekar ne?mat u rA bejA Avarid
/content/tts-engine/gdrive/My Drive/wavs/016079.wav|AyA AnhA be parandegAni ke bor farAz AsmAnhA negahdASte Sode nazar nayAfkandand hiC kas joz xodA AnhA rA negAh nemidArad dar in amr neSAnehAyi az ezmat va qodrat xodA est barAy kasAni ke imAn miAvarand
/content/tts-engine/gdrive/My Drive/wavs/016082.wav|bA in hame agar ruy bartAband negarAn mabAS to faqat vazife eblAq ASkAr dAri
/content/tts-engine/gdrive/My Drive/wavs/016083.wav|AnhA ne?mat xodA rA miSenAsand sepas An rA enkAr mikanand va aksarSAn kAfarand
/content/tts-engine/gdrive/My Drive/wavs/016084.wav|be xAter biyAvarid ruzi rA ke az har omati govAhi bor AnAn barmiAngizim sepas be AnAn ke kafar varzidand ejAze soxan goftan dAde nemiSavad balke dast va pA va guS va CeSm hatA pust tan AnhA govAhi midahand va niz ejAze azrxAhi va taqAzAy afv be AnAn nemidahand
/content/tts-engine/gdrive/My Drive/wavs/016085.wav|va hengAmi ke zAlemAn azAb rA bebinand noh be AnhA taxfif dAde miSavad va noh mohlat
/content/tts-engine/gdrive/My Drive/wavs/016087.wav|va dar An ruz hamegi nAgozir dar piSgAh xodA taslim miSavand va tamAm AnCe rA nesbat be xodA doruq mibastand gom va nAbud miSavad
/content/tts-engine/gdrive/My Drive/wavs/016088.wav|kasAni ke kAfar Sodand va mardom rA az rAh xodA bAzdAStand bexAtere fesAdi ke mikardand azAbi bor azAbeSAn miAfzAyim
/content/tts-engine/gdrive/My Drive/wavs/016089.wav|be yAd Avarid ruzi rA ke az har omati govAhi az xodeSAn bor AnhA barmiAngizim va to rA govAh bor AnAn qarAremidahim va mA in ketAb rA bor to nAzel kardim ke bayAngar hame Ciz va mAye hedAyat va rahmat va beSArat barAy mosalmAnAn est
/content/tts-engine/gdrive/My Drive/wavs/016090.wav|xodAvand be adal va ehsAn va baxSeS be nazdikAn farmAn midahad va az fahSA va monkar va setam nehi mikand xodAvand be SomA andarz midahad SAyad motezaker Savid
/content/tts-engine/gdrive/My Drive/wavs/016091.wav|va hengAmi ke bA xodA ahd bastid be ahd u vafA kanid va sogandhA rA ba?d az mohkam sAxtan naSekanid dar hAli ke xodA rA kafil va zAmen bor sogand xod qarAr dAdeid be yaqin xodAvand az AnCe anjAm midahid AgAh est
/content/tts-engine/gdrive/My Drive/wavs/016094.wav|sugandhAytAn rA vasile taqalob va xiyAnat dar miyAn xod qarAr nadahid mabAdA gAmi ba?d az sAbetgaStan bor imAn motazalzel Savad va be xAter bAzdAStan mardom az rAh xodA AsAr su?e An rA beCeSid va barAy SomA azAb azimi xAhad bud
/content/tts-engine/gdrive/My Drive/wavs/016095.wav|va hargez peymAn elAhi rA bA bahAye kami mobAdele nakanid va har bahAyi dar barAbar An nACiz est AnCe nazd xodAsat barAy SomA behtar est agar midAnestid
/content/tts-engine/gdrive/My Drive/wavs/016096.wav|AnCe nazd SemAsat fAni miSavad amA AnCe nazd xodAsat bAqi est va be kasAni ke sabr va esteqAmat piSe konand motAbeqe behtarin a?mAli ke anjAm midAdand pAdAS xAhim dAd
/content/tts-engine/gdrive/My Drive/wavs/016097.wav|har kas kAr Sayestei anjAm dahad xAh mord bASad yA zan dar hAli ke mo?men est u rA be hayAti pAk zende midArim va pAdAS AnhA rA be behtarin a?mAli ke anjAm midAdand xAhim dAd
/content/tts-engine/gdrive/My Drive/wavs/016098.wav|hengAmi ke qorAn mixAni az Sar SeytAn matrud be xodA panAh bor
/content/tts-engine/gdrive/My Drive/wavs/016099.wav|CarA ke u bor kasAni ke imAn dArand va bor parvardegArSAn tavakol mikanand tasaloti nadArad
/content/tts-engine/gdrive/My Drive/wavs/016100.wav|tasalot u tanahA bor kasAni est ke u rA be sarparasti xod bargozideand va AnhA ke nesbat be u xodA Serk mivarzand va farmAn SeytAn rA be jAy farmAn xodA gardan minehand
/content/tts-engine/gdrive/My Drive/wavs/016101.wav|va hengAmi ke Aye?Ay rA be Aye digar mobdel kanim hokmi rA nosax namAyim va xodA behtar midAnad Ce hokmi rA nAzel konad AnhA miguyand to efterA mibandi amA biStarSAn haqiqat rA nemidAnand
/content/tts-engine/gdrive/My Drive/wavs/016102.wav|begu ruh alqods An rA az jAneb parvardegArt bohq nAzel karde tA efrAd bA_?imAn rA sAbetqadam gardAnad va hedAyat va beSArati est barAy omom mosalmAnAn
/content/tts-engine/gdrive/My Drive/wavs/016103.wav|mA midAnim ke AnhA miguyand in AyAt rA ensAni be u ta?lim midahad dar hAli ke zabAn kasi ke inhA rA be u nesbat midahand ajami est vali in qorAn zabAn arabi ASkAr est
/content/tts-engine/gdrive/My Drive/wavs/016104.wav|be yaqin kasAni ke be AyAt elAhi imAn nemiAvarand xodA AnhA rA hedAyat nemikanad va barAy AnAn azAb dardnAki est
/content/tts-engine/gdrive/My Drive/wavs/016105.wav|tanahA kasAni doruq mibandand ke be AyAt xodA imAn nadArand Ari doruqguyAn vAqe?i AnhA hastand
/content/tts-engine/gdrive/My Drive/wavs/016106.wav|kasAni ke ba?d az imAn kAfar Savand bejoz AnhA ke tahte feSAr vAqe? Sodeand dar hAli ke qalbaSAn ArAm va bA imAn est Ari AnhA ke sine xod rA barAy pazireS kafar goSudeand qazab xodA bor AnhAst va azAb azimi dar entezAreSAn
/content/tts-engine/gdrive/My Drive/wavs/016107.wav|in be xAter An est ke zendegi donyA va post rA bor Axarat tarjih dAdand va xodAvand efrAd bi?imAn lajuj rA hedAyat nemikanad
/content/tts-engine/gdrive/My Drive/wavs/016108.wav|AnhA kasAni hastand ke bor asar fozuni gonAh xodA bor qalb va guS va CaSmAnSAn mehr nahAde be hamin dalil nemifahmand va qAfelAn vAqe?i hamAnhA hastand
/content/tts-engine/gdrive/My Drive/wavs/016109.wav|va nACAr AnhA dar Axarat ziyAnkArand
/content/tts-engine/gdrive/My Drive/wavs/016111.wav|be yAd Avarid ruzi rA ke har kas dar fekr xiStan est va tanahA be defA? az xod barmixizad va natije e?mAl har kasi bikam va kAset be u dAde miSavad va be AnhA zolm naxAhad Sod
/content/tts-engine/gdrive/My Drive/wavs/016113.wav|payAmbari az xodeSAn be sorAq AnhA Amad u rA takzib kardand az in ro azAb elAhi AnhA rA farAgereft dar hAli ke zAlem budand
/content/tts-engine/gdrive/My Drive/wavs/016114.wav|pas az AnCe xodA rozitAn karde est halAl va pAkize bexorid va Sekar ne?mat xodA rA bejA Avarid agar u rA miparastid
/content/tts-engine/gdrive/My Drive/wavs/016116.wav|be xAter doruqi ke bor zabAntAn jAri miSavad va Cizi rA mojAz va Cizi rA mamnu? mikanid naguyid in halAl est va An harAm tA bor xodA efterA bebandid be yaqin kasAni ke be xodA doruq mibandand rastegAr naxAhand Sod
/content/tts-engine/gdrive/My Drive/wavs/016117.wav|bohre kami est ke dar in donyA nasibSAn miSavad va azAb dardnAki dar entezAr AnAn est
/content/tts-engine/gdrive/My Drive/wavs/016118.wav|CizhAyi rA ke piS az in barAy to Sarh dAdim bor yahud harAm kardim mA be AnhA setam nakardim amA AnhA be xodeSAn zolm va setam mikardand
/content/tts-engine/gdrive/My Drive/wavs/016119.wav|amA parvardegArt nesbat be AnhA ke az ruy jahAlat badi kardeand sepas tobe karde va dar maqAm jobrAn barAmadeand parvardegArt ba?d az An Amorzande va mehrbAn est
/content/tts-engine/gdrive/My Drive/wavs/016120.wav|ebrAhim be tanahAyi omati bud motaye? farmAn xodA xAli az har gune enherAf va az moSrekAn nabud
/content/tts-engine/gdrive/My Drive/wavs/016121.wav|SokrgozAr ne?mathAye parvardegAr bud xodA u rA bargozid va be rAhi rAst hedAyat nomud
/content/tts-engine/gdrive/My Drive/wavs/016122.wav|mA dar donyA be u hemat niku?i dAdim va dar Axarat az nikAn est
/content/tts-engine/gdrive/My Drive/wavs/016123.wav|sepas be to vahi ferestAdim ke az Ayin ebrAhim ke imAni xAles dASt va az moSrekAn nabud peyravi kan
/content/tts-engine/gdrive/My Drive/wavs/016124.wav|tahrimhAye ruz Sanbe barAy yahud faqat be_?onvAne yek mojAzAt bud ke dar An ham extelAf kardand va parvardegArt ruz qiyAmat dar AnCe extelAf dAStand miyAn AnhA dAvari mikand
/content/tts-engine/gdrive/My Drive/wavs/016126.wav|va har gAh xAstid mojAzAt kanid tanahA bemaqdAri ke be SomA ta?adi Sode keyfar dahid va agar SakibA?i kanid in kAr barAy SakibAyAn behtar est
/content/tts-engine/gdrive/My Drive/wavs/016127.wav|sabr kan va sabr to faqat barAy xodA va be tofiq xodA bASad va bexAtere kArhAy AnhA anduhgin va delsard maSo va az tote?ehAye AnhA dar tangnA qarAr magir
